timestamps,TP9,AF7,AF8,TP10,Right AUX
1659298188.903,14.648,-52.246,-24.902,18.555,0.000
1659298188.907,8.301,-43.945,-31.250,9.277,0.000
1659298188.911,11.230,-51.270,-26.855,8.789,0.000
1659298188.915,23.926,-59.570,-26.367,24.902,0.000
1659298188.919,35.156,-39.551,-28.320,35.645,0.000
1659298188.923,27.344,-28.320,-23.926,31.738,0.000
1659298188.927,20.508,-40.527,-21.484,24.902,0.000
1659298188.931,32.227,-33.691,-24.414,32.227,0.000
1659298188.935,29.297,-25.879,-30.762,34.180,0.000
1659298188.939,22.461,-34.180,-34.180,32.715,0.000
1659298188.942,25.391,-37.109,-26.367,34.180,0.000
1659298188.946,19.043,-38.574,-21.484,26.367,0.000
1659298188.950,13.672,-42.969,-29.785,24.414,0.000
1659298188.954,20.996,-47.363,-30.762,20.996,0.000
1659298188.958,20.508,-43.457,-25.391,13.672,0.000
1659298188.962,13.184,-39.062,-23.926,22.461,0.000
1659298188.966,12.695,-45.898,-27.344,18.066,0.000
1659298188.970,22.461,-46.875,-24.414,25.879,0.000
1659298188.974,17.578,-42.969,-18.066,25.391,0.000
1659298188.978,6.836,-37.109,-20.020,14.160,0.000
1659298188.982,20.996,-33.203,-27.832,14.648,0.000
1659298188.985,26.367,-27.832,-34.668,13.184,0.000
1659298188.989,18.555,-31.738,-31.738,26.367,0.000
1659298188.993,18.066,-34.180,-21.973,34.668,0.000
1659298188.997,18.066,-34.180,-27.344,19.531,0.000
1659298189.001,12.695,-39.551,-31.250,14.648,0.000
1659298189.005,10.254,-45.410,-28.320,18.066,0.000
1659298189.009,16.602,-50.781,-30.762,13.672,0.000
1659298189.013,6.348,-52.734,-37.598,11.230,0.000
1659298189.017,3.418,-47.852,-38.574,22.461,0.000
1659298189.021,10.742,-48.340,-36.133,27.344,0.000
1659298189.024,10.742,-45.898,-29.297,31.250,0.000
1659298189.028,10.742,-41.504,-27.832,17.578,0.000
1659298189.032,14.648,-48.828,-34.668,9.277,0.000
1659298189.036,14.160,-49.316,-39.062,22.949,0.000
1659298189.040,6.348,-47.363,-42.969,25.391,0.000
1659298189.044,4.395,-53.711,-43.457,15.625,0.000
1659298189.048,1.465,-59.082,-42.480,2.930,0.000
1659298189.052,6.836,-54.199,-41.992,9.277,0.000
1659298189.056,18.555,-49.316,-44.922,15.625,0.000
1659298189.060,8.301,-46.875,-52.246,-0.977,0.000
1659298189.064,-0.977,-42.969,-48.828,4.395,0.000
1659298189.067,8.301,-43.457,-53.223,15.625,0.000
1659298189.071,14.648,-44.922,-50.293,18.066,0.000
1659298189.075,10.742,-41.992,-46.875,5.859,0.000
1659298189.079,20.020,-34.180,-49.805,15.137,0.000
1659298189.083,25.391,-39.062,-45.898,27.344,0.000
1659298189.087,6.348,-51.270,-43.945,10.742,0.000
1659298189.091,0.977,-48.340,-43.457,12.207,0.000
1659298189.095,3.418,-44.434,-38.574,19.531,0.000
1659298189.099,5.859,-41.504,-41.504,17.090,0.000
1659298189.103,10.254,-39.062,-43.457,11.719,0.000
1659298189.107,22.949,-42.480,-41.504,21.973,0.000
1659298189.110,17.090,-52.734,-43.457,23.926,0.000
1659298189.114,8.301,-51.270,-39.062,14.160,0.000
1659298189.118,22.949,-43.945,-39.062,33.203,0.000
1659298189.122,29.297,-41.504,-40.039,35.156,0.000
1659298189.126,20.020,-36.621,-28.809,22.461,0.000
1659298189.130,13.672,-33.691,-32.715,21.973,0.000
1659298189.134,11.719,-38.574,-43.945,9.766,0.000
1659298189.138,16.113,-47.363,-43.457,7.324,0.000
1659298189.142,13.672,-51.758,-50.781,5.371,0.000
1659298189.146,2.441,-45.410,-55.664,10.254,0.000
1659298189.150,2.930,-41.504,-53.223,6.836,0.000
1659298189.153,11.230,-50.781,-44.434,13.672,0.000
1659298189.157,9.277,-51.758,-39.062,18.555,0.000
1659298189.161,-1.953,-52.246,-47.852,8.789,0.000
1659298189.165,-6.348,-60.059,-47.363,6.348,0.000
1659298189.169,-0.488,-50.781,-39.551,9.277,0.000
1659298189.173,4.883,-32.715,-38.574,11.230,0.000
1659298189.177,6.836,-35.156,-44.922,10.742,0.000
1659298189.181,6.348,-40.039,-48.340,18.066,0.000
1659298189.185,5.859,-36.621,-49.316,23.438,0.000
1659298189.189,9.766,-36.621,-48.828,24.902,0.000
1659298189.192,5.859,-39.062,-47.363,15.625,0.000
1659298189.196,-8.789,-45.410,-51.758,7.324,0.000
1659298189.200,1.465,-49.316,-49.316,12.695,0.000
1659298189.204,9.277,-53.223,-44.434,16.113,0.000
1659298189.208,-2.930,-49.316,-47.852,7.324,0.000
1659298189.212,0.000,-44.434,-51.270,4.395,0.000
1659298189.216,4.883,-43.457,-49.316,10.742,0.000
1659298189.220,3.906,-36.133,-44.922,24.414,0.000
1659298189.224,1.953,-40.039,-48.828,14.648,0.000
1659298189.228,2.441,-49.805,-52.734,0.488,0.000
1659298189.231,17.090,-44.434,-52.246,-0.977,0.000
1659298189.235,26.367,-36.133,-46.387,-0.488,0.000
1659298189.239,8.301,-33.203,-40.039,6.836,0.000
1659298189.243,0.977,-32.715,-37.109,8.301,0.000
1659298189.247,11.719,-31.250,-30.273,6.836,0.000
1659298189.251,26.367,-38.086,-26.855,17.090,0.000
1659298189.255,10.254,-38.086,-35.645,15.137,0.000
1659298189.259,-1.953,-33.691,-41.504,-5.859,0.000
1659298189.263,11.230,-40.039,-34.180,-1.953,0.000
1659298189.267,8.789,-32.227,-34.180,-0.488,0.000
1659298189.271,6.348,-27.832,-37.109,2.441,0.000
1659298189.274,6.348,-31.250,-37.109,7.812,0.000
1659298189.278,9.277,-28.320,-35.645,6.348,0.000
1659298189.282,13.672,-34.668,-40.527,7.812,0.000
1659298189.286,20.508,-40.527,-44.922,-0.977,0.000
1659298189.290,22.461,-37.598,-37.109,5.859,0.000
1659298189.294,18.555,-41.504,-35.645,13.672,0.000
1659298189.298,14.648,-52.246,-34.668,8.789,0.000
1659298189.302,7.324,-44.434,-30.273,14.648,0.000
1659298189.306,1.465,-36.133,-41.016,15.137,0.000
1659298189.310,1.953,-38.086,-53.711,2.441,0.000
1659298189.314,0.000,-39.062,-59.082,0.488,0.000
1659298189.317,9.766,-40.527,-49.316,17.090,0.000
1659298189.321,16.602,-35.156,-36.133,18.555,0.000
1659298189.325,7.324,-32.715,-42.480,4.883,0.000
1659298189.329,7.812,-38.574,-50.781,-4.883,0.000
1659298189.333,7.812,-37.109,-46.875,1.465,0.000
1659298189.337,6.836,-33.691,-42.969,8.789,0.000
1659298189.341,6.836,-37.109,-46.875,7.812,0.000
1659298189.345,3.418,-41.016,-48.340,2.930,0.000
1659298189.349,5.859,-47.363,-49.316,1.465,0.000
1659298189.353,9.766,-54.688,-56.641,7.812,0.000
1659298189.356,8.301,-55.664,-62.012,0.977,0.000
1659298189.360,9.277,-49.805,-61.523,-6.836,0.000
1659298189.364,1.953,-46.387,-58.105,4.883,0.000
1659298189.368,6.348,-42.969,-59.570,13.672,0.000
1659298189.372,15.137,-41.016,-56.152,11.719,0.000
1659298189.376,5.859,-35.156,-55.664,10.742,0.000
1659298189.380,16.602,-32.227,-56.152,5.371,0.000
1659298189.384,30.273,-37.109,-56.641,6.348,0.000
1659298189.388,20.508,-38.086,-58.594,10.742,0.000
1659298189.392,12.695,-39.062,-47.363,7.812,0.000
1659298189.396,12.207,-42.969,-43.945,12.695,0.000
1659298189.399,18.066,-46.387,-41.016,20.508,0.000
1659298189.403,17.578,-47.363,-42.480,14.160,0.000
1659298189.407,20.508,-47.363,-51.270,10.254,0.000
1659298189.411,26.855,-34.180,-50.781,13.672,0.000
1659298189.415,26.367,-32.715,-56.152,15.137,0.000
1659298189.419,24.902,-40.527,-59.082,13.672,0.000
1659298189.423,32.715,-41.504,-50.293,21.484,0.000
1659298189.427,34.180,-40.039,-43.945,25.391,0.000
1659298189.431,15.137,-40.527,-44.434,11.719,0.000
1659298189.435,12.207,-46.387,-48.340,9.766,0.000
1659298189.439,16.602,-49.316,-48.828,20.508,0.000
1659298189.442,4.395,-50.293,-43.945,18.555,0.000
1659298189.446,-4.883,-52.734,-43.945,10.254,0.000
1659298189.450,-4.395,-41.992,-46.875,14.648,0.000
1659298189.454,5.371,-33.203,-49.805,24.414,0.000
1659298189.458,8.789,-39.062,-52.246,20.508,0.000
1659298189.462,3.418,-45.410,-59.570,16.602,0.000
1659298189.466,4.395,-41.992,-56.152,14.648,0.000
1659298189.470,10.254,-42.969,-52.734,14.648,0.000
1659298189.474,10.254,-50.781,-52.734,17.578,0.000
1659298189.478,7.812,-52.246,-56.641,14.160,0.000
1659298189.482,11.230,-49.805,-56.152,11.230,0.000
1659298189.485,23.438,-47.363,-53.711,20.020,0.000
1659298189.489,16.113,-51.270,-56.641,29.785,0.000
1659298189.493,5.371,-48.340,-55.176,19.043,0.000
1659298189.497,5.371,-47.852,-53.223,7.812,0.000
1659298189.501,5.859,-56.641,-54.199,12.695,0.000
1659298189.505,16.602,-52.246,-56.641,18.555,0.000
1659298189.509,17.090,-43.457,-53.711,14.160,0.000
1659298189.513,6.836,-46.387,-43.457,8.301,0.000
1659298189.517,17.578,-46.387,-38.086,16.113,0.000
1659298189.521,28.809,-39.062,-39.062,30.273,0.000
1659298189.524,26.855,-35.645,-42.480,36.621,0.000
1659298189.528,31.738,-36.621,-41.016,37.598,0.000
1659298189.532,33.691,-38.574,-35.645,30.273,0.000
1659298189.536,39.551,-32.715,-32.227,33.203,0.000
1659298189.540,37.109,-30.273,-32.715,35.645,0.000
1659298189.544,26.367,-33.203,-38.086,27.344,0.000
1659298189.548,29.297,-29.297,-36.133,35.645,0.000
1659298189.552,29.297,-30.762,-37.598,33.691,0.000
1659298189.556,19.531,-35.156,-44.434,23.438,0.000
1659298189.560,20.508,-35.645,-39.551,26.855,0.000
1659298189.564,30.762,-39.551,-32.227,42.480,0.000
1659298189.567,29.297,-44.922,-34.180,42.969,0.000
1659298189.571,19.043,-37.109,-49.316,11.719,0.000
1659298189.575,19.043,-29.297,-56.152,5.859,0.000
1659298189.579,6.348,-33.203,-46.387,14.648,0.000
1659298189.583,-1.953,-43.457,-44.922,11.719,0.000
1659298189.587,0.977,-52.734,-49.316,8.301,0.000
1659298189.591,0.488,-48.828,-48.340,9.766,0.000
1659298189.595,-1.465,-38.574,-42.480,13.672,0.000
1659298189.599,7.324,-35.645,-36.621,16.602,0.000
1659298189.603,19.043,-38.086,-40.527,17.090,0.000
1659298189.606,12.695,-39.551,-46.387,7.812,0.000
1659298189.610,13.672,-37.598,-43.457,10.742,0.000
1659298189.614,25.391,-39.062,-39.062,9.277,0.000
1659298189.618,25.879,-41.992,-35.156,14.160,0.000
1659298189.622,10.254,-46.387,-40.039,22.461,0.000
1659298189.626,0.488,-49.316,-47.852,10.742,0.000
1659298189.630,-0.977,-47.363,-53.223,3.906,0.000
1659298189.634,-0.977,-43.457,-51.270,5.371,0.000
1659298189.638,4.883,-41.504,-50.293,19.043,0.000
1659298189.642,7.812,-41.504,-51.270,17.578,0.000
1659298189.646,11.719,-37.598,-41.992,5.859,0.000
1659298189.649,14.648,-35.645,-41.504,4.395,0.000
1659298189.653,18.555,-41.504,-40.527,10.742,0.000
1659298189.657,14.648,-54.688,-42.480,0.488,0.000
1659298189.661,6.836,-59.082,-49.805,-11.230,0.000
1659298189.665,3.418,-51.758,-48.828,-6.348,0.000
1659298189.669,8.789,-37.598,-44.434,-0.488,0.000
1659298189.673,15.137,-38.086,-45.898,7.324,0.000
1659298189.677,20.996,-46.875,-50.293,6.836,0.000
1659298189.681,22.461,-36.133,-48.828,2.930,0.000
1659298189.685,16.602,-31.250,-47.852,13.672,0.000
1659298189.688,18.555,-43.457,-55.176,7.812,0.000
1659298189.692,15.625,-48.340,-68.359,-7.324,0.000
1659298189.696,9.766,-42.480,-63.965,-5.859,0.000
1659298189.700,9.766,-37.598,-49.805,5.859,0.000
1659298189.704,23.926,-33.203,-47.363,11.230,0.000
1659298189.708,22.949,-37.598,-42.969,15.137,0.000
1659298189.712,8.301,-49.316,-45.898,18.555,0.000
1659298189.716,11.230,-48.340,-53.711,2.441,0.000
1659298189.720,20.020,-42.969,-52.246,-0.488,0.000
1659298189.724,15.137,-45.410,-54.688,-4.883,0.000
1659298189.728,-4.395,-57.617,-50.781,-9.766,0.000
1659298189.731,-8.789,-55.664,-48.828,-9.766,0.000
1659298189.735,-2.441,-46.387,-50.781,0.488,0.000
1659298189.739,-5.371,-47.363,-48.340,0.977,0.000
1659298189.743,-6.348,-44.922,-37.598,0.000,0.000
1659298189.747,-11.719,-58.105,-34.180,0.488,0.000
1659298189.751,-2.930,-62.500,-34.668,6.836,0.000
1659298189.755,2.930,-53.223,-34.180,2.930,0.000
1659298189.759,-10.742,-51.270,-33.691,-5.859,0.000
1659298189.763,-16.602,-54.688,-33.691,-10.254,0.000
1659298189.767,-5.859,-59.082,-39.551,-5.859,0.000
1659298189.771,0.488,-54.688,-46.387,1.953,0.000
1659298189.774,-19.531,-57.129,-45.898,-3.906,0.000
1659298189.778,-19.531,-59.082,-43.945,-5.371,0.000
1659298189.782,-2.930,-52.246,-42.969,9.766,0.000
1659298189.786,1.465,-54.688,-39.062,9.766,0.000
1659298189.790,3.906,-53.223,-35.645,7.812,0.000
1659298189.794,-2.441,-51.270,-37.598,0.488,0.000
1659298189.798,-5.859,-51.758,-39.062,-0.488,0.000
1659298189.802,1.465,-53.223,-39.551,13.184,0.000
1659298189.806,-2.441,-48.828,-43.457,9.277,0.000
1659298189.810,-8.789,-51.758,-40.039,-8.789,0.000
1659298189.813,-9.766,-62.500,-41.504,-16.113,0.000
1659298189.817,-12.207,-61.035,-48.340,-4.395,0.000
1659298189.821,-12.207,-65.430,-48.340,-1.465,0.000
1659298189.825,-9.766,-66.406,-55.664,-11.230,0.000
1659298189.829,-10.742,-55.176,-55.664,-7.324,0.000
1659298189.833,1.465,-47.852,-48.340,1.465,0.000
1659298189.837,13.672,-48.340,-52.246,2.441,0.000
1659298189.841,5.371,-55.664,-57.129,8.301,0.000
1659298189.845,2.441,-48.828,-56.152,6.348,0.000
1659298189.849,7.812,-35.645,-60.059,4.395,0.000
1659298189.853,7.324,-36.133,-67.383,10.742,0.000
1659298189.856,0.488,-39.062,-62.500,3.418,0.000
1659298189.860,-0.488,-46.387,-66.895,-3.906,0.000
1659298189.864,-6.836,-65.430,-70.312,-11.719,0.000
1659298189.868,-5.371,-64.941,-60.547,-6.348,0.000
1659298189.872,9.277,-51.758,-59.082,8.789,0.000
1659298189.876,13.184,-53.711,-55.664,-2.441,0.000
1659298189.880,7.324,-51.758,-44.434,-2.930,0.000
1659298189.884,8.301,-43.457,-41.016,2.930,0.000
1659298189.888,11.230,-48.828,-42.480,-6.836,0.000
1659298189.892,8.301,-62.988,-36.133,-3.906,0.000
1659298189.896,5.859,-66.895,-34.180,4.883,0.000
1659298189.899,6.348,-53.223,-39.551,4.883,0.000
1659298189.903,6.348,-46.387,-39.062,4.883,0.000
1659298189.907,-4.883,-43.457,-39.062,8.301,0.000
1659298189.911,-12.695,-51.758,-35.156,13.672,0.000
1659298189.915,0.488,-51.758,-28.809,9.766,0.000
1659298189.919,7.324,-42.969,-34.668,17.578,0.000
1659298189.923,12.695,-41.016,-37.598,27.344,0.000
1659298189.927,14.648,-43.457,-41.016,15.137,0.000
1659298189.931,3.418,-49.805,-41.504,0.977,0.000
1659298189.935,6.348,-43.457,-26.855,5.371,0.000
1659298189.938,16.113,-38.574,-16.602,23.438,0.000
1659298189.942,11.230,-47.852,-20.508,10.742,0.000
1659298189.946,24.902,-30.273,-9.277,21.973,0.000
1659298189.950,41.016,-11.230,7.812,46.875,0.000
1659298189.954,48.828,-7.812,12.207,44.922,0.000
1659298189.958,53.223,-1.465,9.766,42.480,0.000
1659298189.962,54.199,3.418,7.812,45.410,0.000
1659298189.966,55.176,7.324,7.812,48.828,0.000
1659298189.970,62.012,3.418,14.648,51.270,0.000
1659298189.974,67.871,-9.277,17.578,46.387,0.000
1659298189.978,56.152,-16.602,13.672,45.410,0.000
1659298189.981,45.898,-11.230,12.207,56.152,0.000
1659298189.985,51.758,-8.301,13.184,58.105,0.000
1659298189.989,49.316,-15.625,11.230,52.246,0.000
1659298189.993,40.039,-19.531,6.836,41.992,0.000
1659298189.997,37.598,-15.137,8.301,39.062,0.000
1659298190.001,43.457,-20.996,0.977,42.969,0.000
1659298190.005,43.457,-28.809,-7.812,32.715,0.000
1659298190.009,43.457,-21.973,3.906,32.715,0.000
1659298190.013,43.945,-21.484,7.812,36.133,0.000
1659298190.017,36.133,-31.738,-0.488,33.691,0.000
1659298190.020,37.598,-33.691,-7.812,31.250,0.000
1659298190.024,37.109,-35.156,-11.230,30.762,0.000
1659298190.028,35.156,-35.645,-11.719,32.227,0.000
1659298190.032,28.809,-52.246,-25.391,31.250,0.000
1659298190.036,24.414,-66.895,-39.551,26.367,0.000
1659298190.040,28.320,-50.293,-30.273,26.855,0.000
1659298190.044,28.809,-36.621,-20.508,27.344,0.000
1659298190.048,23.438,-41.016,-19.043,24.902,0.000
1659298190.052,16.113,-45.410,-23.926,26.855,0.000
1659298190.056,25.879,-38.574,-29.297,16.602,0.000
1659298190.060,14.648,-45.898,-28.320,1.953,0.000
1659298190.063,3.418,-54.688,-27.832,-0.977,0.000
1659298190.067,7.812,-57.129,-27.832,1.953,0.000
1659298190.071,2.441,-52.246,-28.809,-7.324,0.000
1659298190.075,3.418,-52.246,-31.738,-10.742,0.000
1659298190.079,0.977,-57.129,-40.527,-12.695,0.000
1659298190.083,-0.488,-51.758,-45.898,-16.602,0.000
1659298190.087,18.555,-49.805,-31.250,-1.465,0.000
1659298190.091,16.113,-54.688,-22.461,-1.953,0.000
1659298190.095,-3.418,-55.664,-34.180,-28.809,0.000
1659298190.099,-4.883,-54.688,-42.969,-33.203,0.000
1659298190.103,4.883,-54.688,-41.992,-13.672,0.000
1659298190.106,3.418,-54.688,-43.945,-6.348,0.000
1659298190.110,-9.277,-58.594,-52.246,-15.137,0.000
1659298190.114,-3.906,-66.895,-57.617,-14.160,0.000
1659298190.118,7.812,-62.500,-55.664,-9.766,0.000
1659298190.122,2.441,-54.199,-52.734,-16.113,0.000
1659298190.126,-2.930,-58.594,-56.152,-18.555,0.000
1659298190.130,-1.953,-59.082,-53.711,-22.461,0.000
1659298190.134,-7.812,-55.176,-49.805,-24.414,0.000
1659298190.138,-15.625,-52.246,-54.688,-27.832,0.000
1659298190.142,-16.602,-58.105,-57.129,-22.949,0.000
1659298190.146,-15.137,-60.059,-55.664,-16.602,0.000
1659298190.149,-9.277,-51.758,-50.781,-14.648,0.000
1659298190.153,5.371,-48.340,-50.781,-8.789,0.000
1659298190.157,7.324,-56.641,-51.270,-7.324,0.000
1659298190.161,2.930,-55.176,-50.293,-15.137,0.000
1659298190.165,7.812,-51.758,-50.781,-10.742,0.000
1659298190.169,0.000,-58.105,-48.340,0.000,0.000
1659298190.173,1.465,-60.547,-46.387,1.953,0.000
1659298190.177,7.324,-59.570,-41.016,-1.465,0.000
1659298190.181,1.953,-53.711,-45.410,4.883,0.000
1659298190.185,8.789,-48.340,-42.480,18.066,0.000
1659298190.188,19.531,-58.594,-32.227,20.996,0.000
1659298190.192,14.648,-68.359,-30.762,17.578,0.000
1659298190.196,10.254,-59.570,-27.832,24.414,0.000
1659298190.200,10.742,-57.129,-26.367,15.625,0.000
1659298190.204,6.836,-67.383,-31.250,5.371,0.000
1659298190.208,-5.859,-71.289,-34.668,4.395,0.000
1659298190.212,-7.324,-69.336,-40.527,-11.230,0.000
1659298190.216,5.859,-68.359,-47.363,-22.949,0.000
1659298190.220,9.766,-65.430,-43.457,-8.301,0.000
1659298190.224,14.160,-61.523,-40.527,-2.441,0.000
1659298190.228,9.277,-55.176,-40.527,-5.859,0.000
1659298190.231,-3.906,-54.688,-39.062,0.977,0.000
1659298190.235,0.488,-63.965,-39.062,0.488,0.000
1659298190.239,4.883,-64.941,-41.992,-3.418,0.000
1659298190.243,2.930,-61.523,-47.363,-12.695,0.000
1659298190.247,9.277,-61.035,-48.828,-15.137,0.000
1659298190.251,6.836,-58.105,-44.434,-9.277,0.000
1659298190.255,-2.930,-61.523,-47.852,-4.395,0.000
1659298190.259,-6.348,-69.336,-59.570,-11.719,0.000
1659298190.263,-3.418,-67.871,-55.176,-18.066,0.000
1659298190.267,6.836,-66.406,-50.781,-13.184,0.000
1659298190.271,9.766,-62.988,-50.293,-6.348,0.000
1659298190.274,-4.395,-54.199,-42.480,-8.789,0.000
1659298190.278,-13.672,-65.918,-43.457,-18.555,0.000
1659298190.282,-16.113,-66.895,-46.387,-9.766,0.000
1659298190.286,-4.395,-57.617,-53.711,0.000,0.000
1659298190.290,1.953,-58.594,-57.617,-8.789,0.000
1659298190.294,-18.555,-66.895,-58.105,-11.719,0.000
1659298190.298,-23.438,-58.594,-61.523,-12.207,0.000
1659298190.302,-10.742,-51.758,-65.918,-9.277,0.000
1659298190.306,-5.371,-56.641,-60.547,-0.488,0.000
1659298190.310,-6.348,-56.152,-58.105,1.465,0.000
1659298190.313,-3.418,-59.082,-53.711,8.301,0.000
1659298190.317,-3.418,-62.988,-52.734,6.348,0.000
1659298190.321,-5.859,-55.664,-57.617,1.953,0.000
1659298190.325,-12.695,-50.781,-61.523,0.977,0.000
1659298190.329,-11.719,-52.246,-59.570,-0.977,0.000
1659298190.333,-14.160,-56.152,-58.105,11.230,0.000
1659298190.337,-4.395,-65.430,-58.594,14.648,0.000
1659298190.341,2.930,-64.941,-50.293,11.230,0.000
1659298190.345,5.371,-54.688,-39.062,10.254,0.000
1659298190.349,14.648,-47.852,-34.668,18.555,0.000
1659298190.353,16.602,-47.363,-36.133,27.344,0.000
1659298190.356,16.602,-49.316,-38.086,36.133,0.000
1659298190.360,15.137,-51.270,-43.457,36.621,0.000
1659298190.364,16.113,-52.246,-44.434,23.926,0.000
1659298190.368,19.531,-47.852,-37.109,20.020,0.000
1659298190.372,20.508,-41.016,-31.250,23.438,0.000
1659298190.376,15.625,-44.434,-31.250,30.273,0.000
1659298190.380,18.555,-41.016,-32.227,19.531,0.000
1659298190.384,25.879,-38.086,-31.738,15.137,0.000
1659298190.388,29.785,-41.504,-26.855,24.902,0.000
1659298190.392,27.344,-37.598,-23.438,29.785,0.000
1659298190.395,22.461,-36.133,-24.902,25.879,0.000
1659298190.399,20.508,-39.551,-27.344,28.320,0.000
1659298190.403,27.344,-39.551,-28.320,30.762,0.000
1659298190.407,28.320,-41.992,-28.809,23.926,0.000
1659298190.411,18.555,-44.434,-24.902,16.113,0.000
1659298190.415,16.602,-46.387,-24.902,22.461,0.000
1659298190.419,15.625,-38.086,-27.344,24.414,0.000
1659298190.423,10.742,-37.109,-32.227,23.438,0.000
1659298190.427,12.207,-44.434,-33.691,14.160,0.000
1659298190.431,11.230,-43.457,-33.691,17.578,0.000
1659298190.435,18.555,-31.738,-35.156,46.387,0.000
1659298190.438,26.367,-30.273,-33.691,50.293,0.000
1659298190.442,23.926,-45.898,-36.621,35.156,0.000
1659298190.446,24.414,-40.039,-35.645,37.109,0.000
1659298190.450,29.785,-20.508,-38.574,40.527,0.000
1659298190.454,29.297,-29.785,-46.387,34.668,0.000
1659298190.458,25.879,-34.668,-44.434,33.203,0.000
1659298190.462,21.973,-23.438,-41.992,18.555,0.000
1659298190.466,24.902,-29.297,-42.969,8.789,0.000
1659298190.470,31.250,-30.273,-42.969,20.020,0.000
1659298190.474,28.320,-33.691,-37.598,20.020,0.000
1659298190.477,25.391,-38.086,-38.086,20.508,0.000
1659298190.481,25.879,-30.762,-44.434,24.414,0.000
1659298190.485,27.832,-33.203,-46.875,17.578,0.000
1659298190.489,22.461,-39.062,-45.898,15.625,0.000
1659298190.493,20.996,-44.922,-46.387,6.348,0.000
1659298190.497,20.508,-48.340,-48.828,-8.789,0.000
1659298190.501,13.184,-46.875,-55.664,-6.348,0.000
1659298190.505,3.418,-58.594,-58.105,-4.395,0.000
1659298190.509,-0.977,-62.988,-55.176,-5.859,0.000
1659298190.513,-2.441,-61.523,-52.246,-5.859,0.000
1659298190.517,3.418,-67.871,-49.316,-3.906,0.000
1659298190.520,9.766,-56.152,-48.828,10.742,0.000
1659298190.524,0.977,-47.852,-51.758,2.441,0.000
1659298190.528,-9.277,-48.828,-59.570,-7.324,0.000
1659298190.532,-2.930,-49.316,-52.246,1.465,0.000
1659298190.536,4.883,-53.711,-49.805,8.301,0.000
1659298190.540,0.000,-58.105,-54.688,0.977,0.000
1659298190.544,-12.695,-64.453,-57.129,-13.672,0.000
1659298190.548,-5.859,-62.988,-60.059,-3.418,0.000
1659298190.552,0.488,-57.129,-58.594,0.977,0.000
1659298190.556,6.836,-56.152,-59.570,-2.441,0.000
1659298190.559,9.277,-53.223,-57.617,-2.930,0.000
1659298190.563,0.000,-55.176,-60.059,-6.348,0.000
1659298190.567,-1.465,-59.570,-55.176,-3.418,0.000
1659298190.571,0.000,-58.105,-45.898,6.348,0.000
1659298190.575,-4.395,-60.547,-47.852,-2.930,0.000
1659298190.579,-7.324,-57.617,-50.293,-5.371,0.000
1659298190.583,-4.883,-57.617,-42.969,8.301,0.000
1659298190.587,-9.277,-65.430,-46.387,4.883,0.000
1659298190.591,-9.766,-63.477,-51.758,-10.742,0.000
1659298190.595,-1.465,-62.988,-37.109,-6.348,0.000
1659298190.599,-6.836,-69.336,-35.645,-9.277,0.000
1659298190.602,-1.465,-68.848,-37.598,-9.766,0.000
1659298190.606,-2.930,-64.941,-30.273,-8.789,0.000
1659298190.610,-18.555,-70.801,-23.926,-3.906,0.000
1659298190.614,-14.160,-73.730,-19.043,2.441,0.000
1659298190.618,-10.742,-69.824,-12.695,-4.883,0.000
1659298190.622,-14.648,-72.754,-9.766,-11.230,0.000
1659298190.626,-9.277,-67.871,-12.695,-10.742,0.000
1659298190.630,-3.418,-72.754,-11.719,-9.766,0.000
1659298190.634,-2.930,-87.891,-15.137,-17.578,0.000
1659298190.638,0.977,-67.871,-19.531,-4.883,0.000
1659298190.641,-5.859,-51.758,-16.113,1.465,0.000
1659298190.645,-12.695,-57.617,-16.602,-6.836,0.000
1659298190.649,-11.719,-60.547,-16.113,1.953,0.000
1659298190.653,-3.906,-49.805,-9.766,4.395,0.000
1659298190.657,0.488,-44.922,-11.230,0.977,0.000
1659298190.661,-3.418,-45.410,-18.555,-5.859,0.000
1659298190.665,0.488,-44.434,-18.066,-8.301,0.000
1659298190.669,10.742,-42.969,-17.090,3.418,0.000
1659298190.673,7.324,-40.527,-20.996,5.371,0.000
1659298190.677,-0.488,-39.551,-24.902,-0.488,0.000
1659298190.681,6.348,-43.945,-25.391,0.488,0.000
1659298190.684,-0.488,-47.363,-28.809,9.766,0.000
1659298190.688,-1.465,-50.781,-33.691,18.066,0.000
1659298190.692,8.789,-58.594,-24.414,11.230,0.000
1659298190.696,4.883,-53.711,-18.066,11.230,0.000
1659298190.700,8.301,-35.156,-17.578,13.672,0.000
1659298190.704,15.625,-31.250,-22.949,12.695,0.000
1659298190.708,14.648,-35.645,-25.879,9.766,0.000
1659298190.712,9.277,-31.738,-22.949,11.230,0.000
1659298190.716,2.441,-41.992,-27.832,13.672,0.000
1659298190.720,9.766,-47.852,-30.273,19.043,0.000
1659298190.724,19.043,-32.715,-29.785,25.391,0.000
1659298190.727,7.812,-30.762,-31.250,25.879,0.000
1659298190.731,3.906,-38.086,-26.367,23.438,0.000
1659298190.735,7.324,-44.434,-22.461,27.344,0.000
1659298190.739,4.395,-46.387,-25.879,14.648,0.000
1659298190.743,4.883,-55.176,-29.297,-1.465,0.000
1659298190.747,5.371,-59.570,-31.250,5.859,0.000
1659298190.751,-4.883,-47.852,-31.738,10.254,0.000
